Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Time 7,Time 8,Time 9,Time 10,Avg Time
40832133,40982617,41073515,40808763,40994776,40919863,41071958,40896846,40928940,41064576,4.09574e+07
