Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Time 7,Time 8,Time 9,Time 10,Avg Time
40845983,40969313,41007447,41041290,40940954,40984539,40963406,41084747,40918739,40974220,4.09731e+07
